FOLDERNAME,LANGUAGE,PHOTONAME,UNIQUEPHOTO,PHOTOTEXT,NAMESMENTIONED,COUNTRIESMENTIONED,URL,COPYRIGHT,ARCHIVE,TOPIC,SUBCOLLECTION
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0001,NARA-RG59-67-69-Box2513-IMG_0001,RG 59 GENERAL RECORDS OF THE DEPARTMENT OF STATE CENTRAL FOREIGN POLICY FILES 1967-1969 Political and Defense POL 2 TANZAN 6/1/67 to POL 2 TANZAN 1/1/69 Box 2513,,,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0002,NARA-RG59-67-69-Box2513-IMG_0002,DECLASSIFIED Authority ND 969°2 kF 牛 WR AID 20 FRB TAR AIR NAVY 3 NSC DEPARTMENT OF STATE GAIRGRAM F780011-2194 0L 2/ANZAN FOR RM USE ONLY A-89 NO. CONFIDENTIAL HANDLING INDICATOR Department of State RECEIVED TENT OF STATE ; KAMPALA KINSHASA LONDON LUSAKA NAIROBTA BANZIBAR RS/AN ANALYSIS BRANCH FROM; Amembassy DAR ES SALAAM DATE; September 22 191 SUBJECT; This Week in Tanzania September 15-21 1967 REF Bans on MAO buttons and politicians' second salaries highlighted Tanzania's continuing efforts to avoid all sorts of conflicts of interest. Two KAMBONA associates turned up in London but Kambona himself remained silent. Control Advisory Board has been formed and the PAC's harmony meeting is in session at Moshi. Investigation of the Lake Tanganyika rail and road route from Dar to Zambia watre is a preliminary report that it may be is underway than the proposed Chinese-built Tan-Zam line. far cheaper Convicted American embezzler Calvin C. COBB turned up in Tanzania. * * During the week when most of the Embassy's staff was out of town its own fashion. Tanzania continued to try to solve its political problems in In an effort to comply with the hembers of Partianent Def 1f be notn on Septembet 15 that they were giving up their parliamentary salaries so as to avoid breaking the rule against drawing two paychecks. Most of the legislators were employees of the Government or of without capitalist taint ara-statal orgasi faint but on.s. MSAK and thus could be considered to be the former Junior Minister a job with ROTHMAN's Tobacco vithommerce and Cooperatives Firm. had recently taken By giving up his Baclaraton's pale but by continuing co wore fer a large OL; GBRoberts; 1p CM; TRPickering CONFIDENTIAL FOR DEPT. USE ONLY GROUP 4 Contents AMB; SHEUT AS draftyn YC？,,Zambia,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0003,NARA-RG59-67-69-Box2513-IMG_0003,DECLASSIFIED Authority DND 969°2 F780011-2195 CONFIDENTIAL Dar es Salaam A-89 Page 2 spirit. sort of problem will undoubtedly be discussed at next month's Mwanza meetings. It seems however that the KAMBONA affair will probably not be openly discussed at Mwanza. Obviously officially-inspired press comment during the week made the and there was point that the matter was over and done with inister of State no point in raking over dying coals. for Union Affairs HANGA and long-time TANU figure Dennis PHOMBEAH turned up in London during the week but they refused Kambona himself also said nothing publicly and on more has been heard of his promise to 'lift off Tanzanian politics. In fact the only comment of interest to Tanzania emerging from London an assurance way to international financial meetings as ade salt of the kambere attair. that there was no political crisis in Tanzania A Ministry of Education ban on schoolchildren's wearing of foreign buttons and badges pointed up the fact that Tanzania wishes to avoid international as well as internal conflicts of interest. The obvious targets of the ban are MAO buttons of which thousands have been passed out by the Chinese Communists. The Ministry's new rule is impartial howeve the data American an ey Cera urth passed out repetition of the recent Burmese experience seems to be in store but the Nationalist editorialized against the ban September 21 merican Peace Corps was pointing out that foreign teachers (mostly Western the named specifically) more dangerous to Tanzanian students than foreign buttons. President NYERERE received several delegations of marchers supporting the Arusha Declaration during the week and was also visited on September 16 by Zambian President KAUNDA on his way back from Kinshasa. The Nationalist con- tinued its strong support of marching but the Standard maintained a discreet silence. Other visitors included trade American embezzler extradition action is in train. CONFIDENTIAL,NYERERE; KAUNDA,Zambia,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0004,NARA-RG59-67-69-Box2513-IMG_0004,DECLASSIFIED Autherity 11009749°2） F780011-2196 Dar es Salaam A-89 Page 3 CONFIDENTIAL Trouble in the Tanzanian sisal industry has resulted in call by the Tanga TANU Regional Conference for the expulsion of an expatriate sisal grower but it seems clear that he is being made a scapegoat for the problems of the depressed plantations. Retail price problems have resulted in the September 19 announcement of the formation of a National Price Control Advisory Board. The Board will be broadly representative but it is not clear how much teeth it will have. It is clearly aimed at what are known as 'unscrupulous traders.' Hopeful sounds have been heard from the plan to build a $28000000 plant to make paper from sisal but nothing has been signed as yet. Other unpopular people during the week included a Nigerian diplomat who hails from 'Biafra') who had to be expelled from his house because he did not want to be sent back to Lagos and the mentally ill Dar Magistrate's Dar Magistrates Victo Pissuing a han ag acquitted by the and of having illegally brought into Tanzania a concealed firearm. Penzulla left Tanzania on September 21. Second Vice President KAWAWA returned to Tanzania from a successful Scandinavian tour September 17 and the Speaker of the Parliament Chief Adam returned the same day from a visit to Russia. Chief Sapi said his trip was 'impressive.' A new West German Ambassador NORBERT HEBICH from South Africa were held by police pending proof they really were Tanzanians. Immigration officials finally relented and allowed them to enter the country. Visiting French Professor Rene DUMONT left Tanzania September 18 saying he would for the President. prepare a report on the country He also delivered himself of some critical remarks about the bad example some high officials set by drifting into their offices late. A more hasty departure from Tanzania was effected by a supposed Portuguese aircraft on September 20 which was reportedly fired on by Tanzanian anti-aircraft guns in the near Mozambique. southeastern part of the country leaflet drop. The plane was apparently engaged in a The Pan Africanist Congress (South Africa) harmony meeting got underway on September 19 a day late Although the sessions are being held in camera at Moshi. clear that they are sure to be stormy. The ANC issued CONFIDENTIAL,KAWAWA,Nigeria; Biafra; Russia; Mozambique,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0005,NARA-RG59-67-69-Box2513-IMG_0005,DECLASSIFIED Authority ND969°2 F780011-2197. Dar es Salaam A-89 CONFIDENTIAL Page 4 communique claiming successes for their joint operations with ZAPU in Rhodesia. A different sort of storm broke at a Coast Region TANU meeting September 20 when it was alleged some TANU employees had asked people to vote out their boss the Regional Chairman. The Coast Regional Commissioner defended the practice as no more than ordinary canvassing for votes. What may turn out to be a glimpse of the future came to light on September 21 when it was revealed that workers at the Chinese Communist-built Friendship Textile Mill in Dar es Salaam had supposedly agreed to work longer and redouble their efforts in order to increase productivity. No one knows if this will set a precedent for the Tan-Zam but the Embassy received a report during the week which indicates such tactics might be necessary if the rail link is to be realized. According the report improvement of the already partially existing Lake Tanganyika rail water and road route to Zambia would cost one-quarter as much and would be highly profitable after it was in Indications are that much MAO-thought will be needed before the same claims can be made too a tan-Zam railroad through Tanzania's Southern Highlands. CONFIDENTIAL,,Rhodesia; Zambia,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0006,NARA-RG59-67-69-Box2513-IMG_0006,DECLASSIFIED Authority ND969°27 ORIGIN/ ACTION AF 5 AM/R REP AF DEPARTMENT OF STATE AIRGRA PoL 2 TANZAN FOR RM USE ONLY ARA EUR NEA CU FBO AGR сом TINT 「AB FE A-84 CONFIDENTIAL INE NO. HANDLING INDICATOR TO Department of State RECEIVED ENT OF STATE AID INFO; KAMPALA KINSHASA LONDON LUSAKA NAIROBI ZANZIBAR 20 RSTAN ANALYSIS BRANCH FRE FROM ;Amembassy DAR ES SALAAM DATE; September 15 1967 TAR SUBJECT; This Week in Tanzania September 8-14 1967 TR XMB ARMY CIA AIR 16 NAVY REF OSD USTA 3210 NSA ASC 9 4O Tanzania continued to follow its own brand of internal and 7 external non-alignment. President NYERERE issued a long policy paper on rural development which contained much anti-capitalist vocabulary but also much practical good sense on how to get villagers to work together for their common benefit. Minister JAMAL returned Finance from Peking with word that the start of construction on the Tan-Zam Railroad was still at least two years off and that Tanzania TANU blasted NUTA's demand was not going to be 'flooded' for a greatly increased minimum wage as a 'cheat' and some progress was evident in Tanzania's efforts to improve the market for coffee. Business news was its sisal and generally good. 'Biafrans' and Nigerians engaged in a public quarrel in Dar but the week's bitterest words were exchanged by the Nationalist and the Standard who engaged in editorial brawls on the questions of political pilgrimages and mini-skirts. ***** ***** COPYFL0-PBR People faced with the task of pigeonholing Tanzania would a difficult time last week--President NYERERE his Government and the Tanzanian people continued to work out their own salvation with varying degrees of diligence but the type of salvation and the methods classification in terms of broad international issues. used to reach it resisted one of ee President seide-ranging political essays. the week closed with the issuance of another CONFIDENTIAL FORM 4 - 62 D5-323 POL; GBRoberts; 1pMa DCM; TRPickering b L Group 3 Contents and Classitication Approved by; AMB; JHByEnS FOR DEPT. USE ONLY,NYERERE; JAMAL; NYERERE,Biafra; Nigeria,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0007,NARA-RG59-67-69-Box2513-IMG_0007,DECLASSIFIED Authority 2100749°2） Dar es Salaam A-84 CONFIDENTIAL Page 2 Entitled 'Socialism and Rural Development ' the paper will probably rank in importance and influence with last March's 'Education and Self-Reliance.' As usual it is well-written carefully organized and is based on Nyerere's own distinctive blend of idealism egalitarianism and slightly leftist humanism. At the same time it has enough of that political common sense which up to now has preserved and greatly strengthened the 'statesman' portion of Nyerere's claim to be Africa's leading philosopher-statesman. Beginning from a somewhat over-idealized version of mutual self-help in traditional African society the paper says that this spirit of cooperation must be revived and made the basis of modern Tanzanian rural life. By means of judicious persuasion and example rural Tanzanians must be brought to see the advantages of cooperation and common laned ai geservate are casta intel be prevented. cultivation of land or the keeping of herds and as the communities develop specialists will be added to perform such functions as tailoring and carpentry. Reliance on outside capital will be kept to a minimum and the communities will be allowed to grow as the people's realization of their advantages grows. Despite its anti-capitalist vocabulary there is much in the President's paper which will cheer development specialists and little in it with which anyone would want to argue on a theoretical basis. But Nyerere's own statements during the week throw light on some of the obvious problems which will have to be faced in creating 'Ujamaa Villages.' Slow progress is one problem and the President warned a pro-Arusha Declaration marchers on September take 30 years to build socialism in Tanzania. 7 that it will traditional exploitation of women and the lure of luxuries and bright lights will also make difficulties as Nyerere warned the annual meeting of the Tanzanian Women's Union (UWT) September 12. pitfalls as Ignorance and illiteracy are ever-present emphasized by the President in his strong backing of 'Literacy Day' observations September 8. Other developments not directly involving the President also underlined the problems this development program will face. new community The lure of private capitalism CONFIDENTIAL,Nyerere; Nyerere; Nyerere; Nyerere,,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0008,NARA-RG59-67-69-Box2513-IMG_0008,DECLASSIFIED Authority NND969°2 Dar es Salaam A-84 Page 3 CONFIDENTIAL will not disappear overnight joined Rothman's tobacco firm as a General Sales Manager. lhe problem of entrenched officials will have to be dealt indicated by the re-election of the Iringa District TANU Youth League Chairman for the eighth consecutive year and by the transfer of the obstructionist Joseph SAWE Or en Education Officer to the Ministry of Foreign Affairs eventual assignment overseas. Tanzania's current problems with its marketing cooperatives are clear indicators of what could be in store for Nyerere's 'Ujamaa Villages.' co-op unions and primary societies were dissolved during the week for reasons which Minister for Agriculture and Cooperatives BRYCESON described as gross misuse of funds sten testy the tact that many co-ces were Bryceson said that ffictencoblems imposed from above rather than formed by the people themselves. It is thus encouraging to see that Nyerere's new paper shows a practical appreciation of the fact that 'Ujamaa Villages' will only succeed if people see that the new form of social organization serves their own personal interests and is not just some outsider's scheme being shoved down their throats by the Government. 'Socialism and Rural Development' will undoubtedly be discussed at the forthcoming TANU and Parliamentary meetings in Mwanza. generate fireworks to the same degree as Declaration purity rules although Nyerere's plans for rural development will ultimately have the same effect on capitalist-minded farmers as the Arusha Declaration is having on capitalist-minded politicians. Nyerere's awareness of the practical problems he is going to face at Mwanza was indicated in remarks he made at Morogoro on September 14. He indicated that the Arusha rules should not be interpreted and enforced in such a way that a poor man who rents out a house for $2.80 a month is disqualified from political leadership while a rich man with a big salary who has investments is allowed to hold public office. judiciously disposed of his Tanzania's efforts to solve its problems in its own also evident in the aftermath of whatever was signed in Peking September 5. Finance Minister JAMAL returned to Dar September 9 saying that China had agreed to finance and construct the Tan-Zam Railroad that an interest-free loan of CONFIDENTIAL,Nyerere; BRYCESON; Bryceson; Nyerere; Nyerere; Nyerere; JAMAL,China,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0009,NARA-RG59-67-69-Box2513-IMG_0009,DECLASSIFIED Authority ND 969°27 LIGIN/ACTION AF5 REP 쥬 DEPARTMENT OF STATE AIRGRAM PoLe 2 TANZAN FOR RM USE ONLY RA EUR FE CONFIDENTIAL HANDLING INDICATOR RECEIVED 20 Department of State 7F ; KAMPALA KINSHASA LONDON LUSAKA SNA MATROBI ZANZIBAR file INT COM 7 LAB FRB TAR ANALYSI S BRANCH FROM Amembassy DAR ES SALAAM DATE; September 15 1967 SUBJECT; This Week in Tanzania September 8-14 1967 TR XM8 AIR REF RMY CIA 20 USIA 210 NAVY NSA Pa 1750 Tanzania continued to follow its own brand of internal and external non-alignment. President NYERERE issued a policy paper on rural development which contained much anti-capitalist vocabulary but also much practical good sense on how to get villagers to work together for their common benefit. Finance Minister JAMAL returned from Peking with word that the start of construction on the Tan-Zam Railroad was still at least two years off and that Tanzania was not going to be 'flooded' with TANU blasted NUTA's demand for a greatly increased minimum wage as a 'cheat' Tanzania's efforts to improve the market for some progress was evident in its sisal Business news was Nigerians generally good. 'Biafrans' and the week's bitterest words were exchanged by the Nationalist and the Standard who engaged in editorial brawls on the questions of political pilgrimages and mini-skirts. ***** 冰米*水米 COPYFLO-PBR People faced with the task of pigeonholing Tanzania would Government have had a difficult time last week--President NYERERE his and the Tanzanian people continued to work their own salvation with varying degrees of diligence type of salvation and the methods used to reach it resisted but the classification in terms of broad international issues. one of the President sewide-ranging political the week closed with the issuance of another essays. PORM DS-323 4-02 POL; GBRoberts; 1p/ DCM; TRPickering CONFIDENTIAL FOR DEPT. USE ONLY Our Contents and Classilication Approved by; AMB; JHByrns,NYERERE; JAMAL; NYERERE,Nigeria; Biafra,,,
NARA-RG59-67-69-Box2513,ENGLISH,IMG_0010,NARA-RG59-67-69-Box2513-IMG_0010,DECLASSIFIED Authority ND969°27 Dar es Salaam A-84 CONFIDENTIAL Page 2 Entitled 'Socialism and Rural Development paper will orobably rank in importance and influence with last March's 'Education and Self-Reliance.' As usual it is well-written carefully organized and is based on Nyerere's own distinctive blend of idealism egalitarianism and slightly leftist humanism. At the same time it has enough of that political common sense which up to now has preserved and greatly strengthened the 'statesman' portion of Nyerere's claim to be Africa's leading philosopher-statesman. Beginning from a somewhat over-idealized version of mutual self-help in traditional African society says that this spirit of cooperation must be revived and made the basis of modern Tanzanian rural life. By means of judicious persuasion and example rural Tanzanians brought to see the advantages of cooperation and common effort. Small private plots and herds will be employment of other people will not be allowed and itted but emergence of large private farmer-capitalists will be prevented. 'Ujamaa Villages' will be built up based on the common cultivation of land or the keeping of herds and as the communities develop specialists will be added to perform such functions as tailoring and carpentry. Reliance on outside capital will be kept to a minimum and the communities will be allowed to grow as the people's realization of their advantages grows. Despite its anti-capitalist vocabulary there is much in the President's paper which will cheer community development argue on a theoretical basis. during the week throw light on some of the obvious which will have to be faced in creating 'Ujamaa Villages.' Slow progress is one problem and the President warned a group of pro-Arusha Declaration marchers on September 7 that it will take 30 years to build socialism in Tanzania. traditional exploitation of women and the lure of luxuries and bright lights will alse make difficulties as Nyerere warned the annual meeting of the Tanzanian Women's Union (UWT) September 12. Ignorance and illiteracy are ever-present pitfalls as emphasized by the President in his of 'Literacy Day' observations September 8. strong backing Other developments not directly involving the President also underlined the problems this new community development program will face. The lure of private capitalism CONFIDENTIAL,Nyerere; Nyerere; Nyerere,,,,
